Threshold,FPR,TPR,Precision,Recall,F1,MCC
0.02985,0.0156009863109387,0.983361192829448,0.853399415758521,0.983361192829448,0.913782518545405,0.90795245616197
0.02995,0.0155819112059394,0.983338718900489,0.853549555159098,0.983338718900489,0.913858875295975,0.908029768748459
0.03015,0.0155451991355885,0.983291774627562,0.853838214047559,0.983291774627562,0.914004014861381,0.908176469359192
0.03035,0.0155089980525851,0.983243860667344,0.854122867742125,0.983243860667344,0.914146373696469,0.908320266054456
0.03055,0.0154732289382671,0.983197372717848,0.85440444664925,0.983197372717848,0.914287522280879,0.908462936130662
0.03075,0.0154377126836674,0.983150029161919,0.854684095536468,0.983150029161919,0.914427131544103,0.908603989731271
0.03085,0.0154198966093487,0.983126300343526,0.854824457903593,0.983126300343526,0.91449719528223,0.908674791117485
0.03105,0.015385033575688,0.983076504049157,0.855098852403277,0.983076504049157,0.914632640989617,0.908811428198825
0.03125,0.0153499808972385,0.983029274574086,0.855375302347372,0.983029274574086,0.91477031063881,0.908950557124537
0.03145,0.0153142960694932,0.982984098554453,0.855657313881096,0.982984098554453,0.914911986283152,0.909093985508417
0.03165,0.015280096792593,0.982939492939108,0.855927619870909,0.982939492939108,0.915047155727137,0.909230756835185
0.03185,0.0152456077805989,0.982892719787467,0.856200189589737,0.982892719787467,0.915182619363573,0.909367719210716
0.03195,0.0152283237652709,0.982869903615935,0.856336939871576,0.982869903615935,0.915250841453337,0.909436753992336
0.03215,0.0151938663607415,0.982823472706868,0.856609596467747,0.982823472706868,0.915386411675455,0.909573889470739
0.03235,0.0151598356569868,0.982781376870391,0.856879541627809,0.982781376870391,0.915522254416877,0.909711611274718
0.03255,0.0151270534480913,0.982736657174189,0.857139246681682,0.982736657174189,0.915651056956007,0.909841912820779
0.03275,0.0150935495354164,0.982693819812137,0.857405213004791,0.982693819812137,0.915784192989513,0.909976840049116
0.03295,0.0150604038406757,0.982648130428645,0.857668109769549,0.982648130428645,0.915914282756699,0.9101084612596
0.03315,0.0150279693138928,0.982603353692013,0.857925537279296,0.982603353692013,0.916041594656825,0.910237292638083
0.03335,0.0149959404162413,0.982558519914953,0.858179843684152,0.982558519914953,0.916167048729788,0.910364223063765
0.03355,0.0149639641976978,0.982514427663467,0.858433988026991,0.982514427663467,0.916292679626089,0.910491407212529
0.03375,0.0149316561007741,0.982467654511827,0.858690671636527,0.982467654511827,0.916418537322408,0.910618681207561
0.03395,0.0149004806046719,0.982425159392348,0.858938851028708,0.982425159392348,0.916541360485482,0.910743108135162
0.03415,0.014869557968288,0.982378557361994,0.859184632222746,0.982378557361994,0.916660980502008,0.910863985221065
0.03435,0.0148390883722327,0.982333609504076,0.859427092453756,0.982333609504076,0.916779380663559,0.910983725949113
0.03455,0.01480909815606,0.982292312233603,0.859666254895749,0.982292312233603,0.916897446381535,0.911103370252771
0.03475,0.0147789130271878,0.98224907558855,0.859906921540665,0.98224907558855,0.91701547544485,0.911222877058061
0.03495,0.0147491387953579,0.982204298851919,0.860144204210657,0.982204298851919,0.917130861619155,0.911339573127019
0.03515,0.014719754388927,0.982162716379302,0.860378848846911,0.982162716379302,0.91724609446738,0.911456329626347
0.03535,0.0146900117645618,0.982120677583254,0.860616510815278,0.982120677583254,0.917362797107058,0.91157460081088
0.03555,0.0146610382551731,0.982075843806194,0.860847699428903,0.982075843806194,0.917474557106369,0.911687600508527
0.03575,0.0146324229637187,0.982030610746132,0.861076056234335,0.982030610746132,0.917584489874385,0.91179870306601
0.03595,0.014603006949823,0.981989085313943,0.86131155624629,0.981989085313943,0.91770005198144,0.911915886346026
0.03615,0.0145745180882278,0.981947160598753,0.861539567941355,0.981947160598753,0.917811144920411,0.912028434378603
0.03645,0.0145311579144499,0.981884245005754,0.861886980336075,0.981884245005754,0.917980750904364,0.912200366253173
0.03665,0.0145034592394744,0.981842719573566,0.862108917372812,0.981842719573566,0.918088465057242,0.912309485492214
0.03685,0.0144756394025504,0.981801935666952,0.862332070842504,0.981801935666952,0.918197151999128,0.912419677003777
0.03705,0.0144481935872932,0.981759326466616,0.862552068925426,0.981759326466616,0.918303210993939,0.912527051740982
0.03725,0.0144211059899702,0.98171671726628,0.862769257391722,0.98171671726628,0.918407637425288,0.912632752122027
0.03745,0.0143937971403936,0.981673651742514,0.862988336663241,0.981673651742514,0.918512895249248,0.912739305378357
